User: Full Name,Learning Assignment: Completed On,Learning Assignment: Learning Plan: Learning Plan Name,Learning Assignment: Progress %,Learning Assignment: Times Launched,Learning Assignment: Learning Plan Section: Learning Plan Section Name,Question Text,Response Text Long
D1wn07t4w2r7,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,material is mostly the same. timing and interactions are different
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,"Just how much advance prep is required. I estimate somewhere around two hours for every hour of class time, all told."
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,"I think it's important to review that technical difficulties happen, they are just a part of life just like things going sideways in real life - like the pennies rolling away."
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",I like the PI planning event and I think that the simplicity of the template will actually be very helpful to students. That's the one I'm probably most excited for.
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,"small discussions at the end of each lesson are good, idea boardz can allow people to submit things on the fly as we go through the lessons"
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,"I routinely do business remotely and have been doing so for the past nine years or so, but I completely agree with the focus on engagement, you have to actively ""do things"" to create it and SAFe has had some good suggestions"
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,"Using a ""ticket in"" and ""ticket out"" is a really powerful tool to encourage engagement and also connection between your students. This is a pre-defined topic (class focused or otherwise) that everyone is required to do at the beginning and ending of each day. It's fun, everyone is required to participate and the pressure is off because you can plan in advance if you want (although it should not be that hard, tbh). In a larger class you can even make participants be in charge of determining the topics."
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,"Creating a dry run, where participants join in advance of the class to work out technical issues, having a tech support designee in the class, openly addressing that tech issues sometimes happen and having an advance plan in case they do"
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,the allowance of movement and being flexible with camera off/on. In a virtual class establishing physical comfort is really important. Sitting and staring for four hours is not natural in anyway and it's not a good classroom experience.
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,Be okay with the silence until someone answers. It's important not to jump in right away
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,"Again, I really like Ideaboardz, they're super easy to use and everyone can use them at the same time. There are a few techniques you could use, but mostly it would be a good practice to run it almost like a mini retrospective"
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,the dry run is critical
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,it's a good idea to have a variety of approaches incorporated into your class but also have a predictable pattern. People find that comforting.
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,"Monitor chats, queue up breakout rooms, help by checking in on different breakout sessions"
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,"There are so many remote interactive tools to use to make training more engaging, so having things set up in advance is a great idea. I love ideaboardz as an interactive tool to create posters and gather feedback, chapter quizzes via online tools would be great (done in advance - the give students a little boost of accomplishment for each chapter and help me understand where they are in terms of learning), and the chat features are invaluable"
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,"According to what I just watched, I would double the time and have each session be no longer than 4 hours. However, as a person who runs remote meetings all day, every day, I think there are better ways. Just gotta be honest there. :)"
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,"Well, one benefit would be having someone to monitor the chats, etc. Again, however - as someone who does this all the time, you might get a better result suggesting one trainer and smaller classes."
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"ideaboardz - it's easy peasy, super intuitive and free for posters and interactive exercises and teach outs, google meet - again super intuitive and free, and easy to set up meetings on the fly for breakout rooms, quizlet.com for quizzes, it's easy and free"
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,"I find the best way to create a sense of ""we're all in this together"" is to have a frank conversation up front via a power start - purpose, ownership, what's in it for them, engagement - clearly state the mode and expectation for their engagement and result - what will we have when we're finished. It's also a great idea to discuss the technology pros and cons, talk about what might go wrong and be super clear about how you, as an instructor will be showing up for them. And then provide multiple avenues for them to share with you how they are doing"
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"Students and instructors are largely the same as people, but additional tools and prep is required to facilitate things that happen naturally in an in-person setting, such as active engagement, networking opportunities, cues on how students are doing, etc."
D4N10CL1RK,7/26/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"students are not co-located so additional preparation and work is required during the training to create an inclusive and engaging experience. There are many tools and technologies to facilitate this, which is great. Having a second instructor is recommended, but not required in all cases."
2mm10R4p7k3,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?","To be honest, if I were to use the remote aids displayed in lesson 5, I would not be excited to use in a remote class. I understand that these aids were made in the interest of time and ease, but dragging and dropping an editable square shape in a Google Slide presentation is simply not professional to me, and not worth the about $2000 retail value of a course experience. I can see the value in using a tool that is actually designed for collaboration, like SAFe Collaborate or other tools in the market. On top of that, I would prefer a redesigned activity, like the ball game redesigned as the tangram game in SAFe for Teams. I would be most excited to do that activity as it is made for the remote environment. I would expect that to go well, as long instructions were clear, and as long as it was moved out of a shared slide and into a true collaboration tool."
